Bin	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	X
Bin60500000	0	1.0;0.992537313433	1.0;1.0	0	0	0	0	0	0	0.518987341772;0.547169811321	1.0;1.0	0	0.992700729927;1.0	1.0;1.0	0.46875;0.369230769231	0	0.5;0.659090909091	1.0;1.0	0	0.351351351351;0.355555555556	0	0	0
Bin60750000	0	0.609375;0.6	0	0	0.657142857143;0.404761904762	0	0	0	0	1.0;1.0	0.388888888889;0.3	0	1.0;1.0	1.0;1.0	1.0;1.0	0	0.544117647059;0.349206349206	0.986486486486;0.974683544304	0	0.395833333333;0.393617021277	0	0	0
Bin61000000	0	0.607843137255;0.691056910569	1.0;1.0	0.594594594595;0.643835616438	0.480519480519;0.525	0	1.0;0.971428571429	0.75;0.3	0	0.928571428571;0.9	0.510638297872;0.528735632184	0	0.539130434783;0.290322580645	1.0;1.0	0	0	0	1.0;1.0	0	0.975903614458;1.0	0	0	0
Bin61250000	0	1.0;1.0	0	0	0	0	0	0	0	1.0;1.0	0.36;0.657894736842	0	0	1.0;1.0	0	0	0.550724637681;0.351851851852	1.0;0.981818181818	0	0.40625;0.5625	0	0	0
Bin61500000	0	0.989690721649;1.0	0.453125;0.602564102564	0	0.508620689655;0.675675675676	0	0	0.333333333333;0.421052631579	0	1.0;1.0	0.215384615385;0.228070175439	0	0	1.0;1.0	0	0	0.975609756098;0.977777777778	0.444444444444;0.4375	0	0.387755102041;0.478723404255	0	0	0.963636363636;0.918367346939
Bin61750000	0.454545454545;0.403846153846	0.431034482759;0.540540540541	0.592307692308;0.464646464646	0	0.366666666667;0.4	0	0.266666666667;0.262626262626	0.45652173913;0.363636363636	0	0.503355704698;0.450549450549	1.0;1.0	0	0.486842105263;0.583333333333	0.482993197279;0.421487603306	0	0	1.0;0.933333333333	0.606060606061;0.245614035088	0	0.488372093023;0.355828220859	0	0	1.0;1.0
Bin62000000	1.0;1.0	1.0;0.954545454545	1.0;1.0	0	0.494736842105;0.43023255814	0	0	0.424657534247;0.298342541436	0	0	0.510638297872;0.414893617021	0.462264150943;0.435643564356	0	0.427184466019;0.506024096386	0.357142857143;0.529411764706	0.363636363636;0.675675675676	0.628571428571;0.282608695652	0	0	1.0;1.0	0	0	0
Bin62250000	0.321428571429;0.264705882353	0.217391304348;0.405405405405	0.382978723404;0.382978723404	1.0;1.0	0	1.0;1.0	0	1.0;1.0	0	0.493670886076;0.59649122807	1.0;1.0	0.986842105263;1.0	0	0.588235294118;0.507246376812	0.547945205479;0.647058823529	0	0.8;0.941176470588	0	0	0.484375;0.571428571429	0	0	0
Bin62500000	0.494382022472;0.315789473684	0.584507042254;0.542483660131	0.515463917526;0.547368421053	0.361111111111;0.583333333333	0	0	0.3125;0.2	1.0;1.0	0	0.429824561404;0.593023255814	1.0;1.0	0	0	0.378151260504;0.436170212766	0.996138996139;1.0	0	0	0	0	1.0;1.0	0	0	0
Bin62750000	1.0;1.0	0.469798657718;0.439189189189	1.0;1.0	0.480392156863;0.327433628319	0	0.451612903226;0.704545454545	0.407407407407;0.443609022556	0.480769230769;0.230769230769	0	0	0.627450980392;0.333333333333	0.515151515152;0.745454545455	0	0	0.478632478632;0.634615384615	0	1.0;1.0	0	0	0.508571428571;0.532608695652	0	0	0
Bin63000000	1.0;1.0	0	0.464912280702;0.584905660377	0	0	0	0.389473684211;0.414414414414	0.418181818182;0.297297297297	0	0.34965034965;0.449152542373	0.566037735849;0.55	1.0;1.0	0	1.0;1.0	0.651315789474;0.70297029703	0.473684210526;0.28	0.65;0.238095238095	0	0	0	0	0	0
Bin63250000	0.487012987013;0.358288770053	0.529411764706;0.466666666667	0.522935779817;0.567010309278	0	0	0	1.0;1.0	0	0	0	0.5;0.386363636364	0.553333333333;0.666666666667	0	0	1.0;1.0	0	0	0	0	0	0	0	0.529411764706;0.491803278689
Bin63500000	0	0	0	1.0;1.0	0.4;0.488372093023	0	0.390243902439;0.606060606061	1.0;1.0	0	0	1.0;1.0	0.507246376812;0.5	0	0.425925925926;0.372881355932	1.0;1.0	0	0.487179487179;0.569620253165	1.0;1.0	0	0	0	0	0.490066225166;0.421621621622
Bin63750000	0.448979591837;0.272727272727	0	0.448979591837;0.604166666667	0	0.535353535354;0.443037974684	0.900662251656;0.917910447761	0.526315789474;0.666666666667	0.375;0.30985915493	0	1.0;1.0	0.540540540541;0.45	1.0;0.987654320988	0	0.97619047619;0.970588235294	0.564705882353;0.456140350877	0	0.590476190476;0.394230769231	0	0	0	0	0	0
Bin64000000	0.514285714286;0.421686746988	1.0;0.97619047619	0.594202898551;0.462686567164	0	0.507462686567;0.605263157895	0.484536082474;0.375	0.737288135593;0.801418439716	1.0;1.0	0	1.0;1.0	0.462686567164;0.453125	0.510638297872;0.578947368421	0	0.516483516484;0.58904109589	0.458333333333;0.303571428571	0	0.579881656805;0.448	0.517857142857;0.674418604651	0	0	0	0	0
Bin64250000	0.446428571429;0.434782608696	0.568345323741;0.483333333333	0	0	0.578313253012;0.367346938776	0	0.482142857143;0.632911392405	0	0	0.55;0.588235294118	0.987096774194;0.983050847458	1.0;1.0	0	1.0;1.0	0.977011494253;0.987179487179	0.532818532819;0.316742081448	0	0	0	0	0	0	0
Bin64500000	0	0	0.974358974359;0.986842105263	0	1.0;1.0	0.543307086614;0.353535353535	0.5;0.553191489362	0	0	0.47191011236;0.5625	1.0;1.0	1.0;1.0	0	0.526011560694;0.443298969072	1.0;1.0	0	0.417910447761;0.542168674699	0	0	0	0	0	0.988764044944;1.0
Bin64750000	0	1.0;1.0	0	0	0.587301587302;0.455555555556	0	0.385416666667;0.489795918367	0	0	0.552147239264;0.425196850394	1.0;1.0	0.471698113208;0.62	0	0.521276595745;0.48275862069	1.0;1.0	1.0;1.0	0.595744680851;0.764705882353	0	0	0	0	0	0
Bin65000000	0.474860335196;0.413793103448	0.5546875;0.450381679389	0	0.546153846154;0.493670886076	0.509727626459;0.555555555556	0.525;0.475	1.0;1.0	0	0	1.0;1.0	1.0;1.0	0.465346534653;0.29347826087	0	1.0;1.0	0.402777777778;0.275590551181	0.474576271186;0.729411764706	0.516129032258;0.324675324675	1.0;1.0	0	0	0	0	0.466666666667;0.657142857143
Bin65250000	0.380281690141;0.639344262295	0.390243902439;0.5625	0.614035087719;0.714285714286	1.0;1.0	1.0;1.0	1.0;1.0	0.63829787234;0.579365079365	0	0	1.0;1.0	1.0;1.0	1.0;1.0	0	0	1.0;1.0	0	0	0	0	0	0	0	0.304347826087;0.538461538462
Bin65500000	0.510344827586;0.616438356164	1.0;1.0	0	0	0	0	1.0;1.0	0.457142857143;0.578947368421	0	1.0;0.975	1.0;1.0	0.762711864407;0.804347826087	0	0.424242424242;0.421052631579	1.0;1.0	0	0.520547945205;0.620689655172	0	0	0	0	0	0
Bin65750000	0.477777777778;0.46835443038	0.591836734694;0.672413793103	0	0	0.470588235294;0.444444444444	0	0.428571428571;0.434210526316	0	0.484848484848;0.307692307692	1.0;1.0	0.983606557377;1.0	0.43137254902;0.663157894737	0.53;0.28813559322	0.5;0.533333333333	0.323529411765;0.444444444444	0	1.0;1.0	0	0	0	0	0	1.0;1.0
Bin66000000	0.594202898551;0.408163265306	0	1.0;1.0	0.488372093023;0.666666666667	0.503546099291;0.457627118644	0.344827586207;0.470588235294	0.431034482759;0.425531914894	0	0	0	0.512820512821;0.41935483871	1.0;1.0	0	0.448275862069;0.611111111111	0.487179487179;0.571428571429	0	0.484210526316;0.306666666667	0	0	0	0	0	0
Bin66250000	0	0.27380952381;0.418367346939	0	0.340909090909;0.4375	1.0;1.0	0	0.532374100719;0.3515625	0	0.238636363636;0.213483146067	0	0.488372093023;0.425531914894	1.0;1.0	0	0.545977011494;0.552845528455	0.484848484848;0.618181818182	0.569444444444;0.761194029851	0.388888888889;0.537313432836	0.571428571429;0.625	0	0	0	0	0
Bin66500000	0	0	0	0	0	0	0.384615384615;0.289473684211	0.7;0.684210526316	0.328220858896;0.341176470588	1.0;1.0	0.443298969072;0.493975903614	0.558139534884;0.586956521739	0	0	1.0;1.0	0.55;0.666666666667	0.424242424242;0.536585365854	1.0;1.0	0	0	0	0	0
Bin66750000	0	0	0	0.409090909091;0.403225806452	0.454545454545;0.466666666667	0.464788732394;0.467741935484	0.488888888889;0.467532467532	0.527777777778;0.611111111111	0.340909090909;0.222222222222	0	1.0;1.0	1.0;0.977272727273	0	0	1.0;1.0	0.435897435897;0.321428571429	0.994152046784;1.0	0	0	0	0	0	0
Bin67000000	0.480620155039;0.625	0	0.284552845528;0.436363636364	0	0	0	0	0	1.0;1.0	0	0.365079365079;0.416666666667	0	0	0	0	1.0;1.0	1.0;0.988372093023	0	0	0	0	0	0
Bin67250000	0.472727272727;0.535353535354	0	1.0;1.0	0	0	0.533333333333;0.513513513514	0	0	1.0;1.0	0	0.986111111111;0.952380952381	0	0	0	0.387755102041;0.396825396825	0.342105263158;0.285714285714	1.0;1.0	0.526315789474;0.677419354839	0	0	0	0	1.0;0.9921875
Bin67500000	0.268292682927;0.340909090909	1.0;1.0	0.486111111111;0.5	0	1.0;1.0	0	0	0	0	0	0.494623655914;0.408450704225	0.53781512605;0.35593220339	0	0	1.0;1.0	0.55;0.381818181818	0.514705882353;0.529411764706	1.0;1.0	0	0	0	0	0
Bin67750000	0.487179487179;0.322580645161	0	0	0	0	0	0	0.453488372093;0.647619047619	1.0;1.0	0	1.0;1.0	0	0.510869565217;0.508474576271	0.539473684211;0.655737704918	1.0;1.0	0.528571428571;0.685714285714	0	0.5;0.526315789474	0	0	0	0	0.211538461538;0.589285714286
Bin68000000	1.0;1.0	0	0.476744186047;0.566878980892	0	0	0	0	0	1.0;1.0	0	0.46511627907;0.555555555556	0.556962025316;0.520547945205	0	0.565217391304;0.464646464646	0.452830188679;0.660377358491	1.0;1.0	0.409090909091;0.294117647059	0.47619047619;0.714285714286	0	0	0	0	0
Bin68250000	0	0.41935483871;0.402298850575	0	1.0;1.0	0.561224489796;0.571428571429	0	0	0	0.425;0.560975609756	0.254901960784;0.34375	1.0;1.0	0	0.333333333333;0.375	1.0;1.0	0.483333333333;0.348837209302	0.515789473684;0.685393258427	0	0	0	0	0	0	0.53;0.448717948718
Bin68500000	0.507692307692;0.5625	1.0;1.0	0	0.403225806452;0.56338028169	1.0;1.0	0	0	0.487012987013;0.367346938776	0.27868852459;0.333333333333	0	1.0;1.0	1.0;1.0	0	0	1.0;1.0	1.0;1.0	0	0	0	0	0	0	0
Bin68750000	0.414634146341;0.361111111111	0.509803921569;0.44262295082	1.0;1.0	1.0;1.0	0.247706422018;0.246543778802	0	0	1.0;1.0	0.21568627451;0.319444444444	0	1.0;1.0	0.422222222222;0.578947368421	0	0.546762589928;0.59375	0	1.0;1.0	0	0	0	0	0	0	0.348837209302;0.630434782609
Bin69000000	0	0.423728813559;0.423611111111	1.0;1.0	0.533333333333;0.479166666667	0	0	0.484848484848;0.538461538462	0.46;0.302325581395	0.233918128655;0.231617647059	0	0	0.5;0.371428571429	0	0.327272727273;0.575	0.476923076923;0.340909090909	0.69696969697;0.358974358974	0.989473684211;1.0	0	0	0	0	0	1.0;1.0
Bin69250000	0	0.428571428571;0.597014925373	1.0;1.0	0.552631578947;0.5625	0	0	0	1.0;1.0	0.458333333333;0.520547945205	0	0.544444444444;0.44776119403	1.0;1.0	0	1.0;1.0	0.513661202186;0.421348314607	0.537735849057;0.688172043011	0	0	0	0	0	0	1.0;1.0
Bin69500000	0	0.380952380952;0.5	0.428571428571;0.491803278689	0.482142857143;0.317647058824	0.210526315789;0.208333333333	1.0;1.0	0	0.46017699115;0.224137931034	0.642857142857;0.7	0.549295774648;0.553571428571	0.425196850394;0.588235294118	0.431279620853;0.392405063291	0.469945355191;0.477272727273	0.411764705882;0.491228070175	1.0;1.0	1.0;1.0	0	0	0	0	0	0	1.0;1.0
Bin69750000	0	0	0	1.0;1.0	0.336492890995;0.321052631579	0.372881355932;0.564102564103	0	0	0.411504424779;0.338709677419	0.6;0.416666666667	1.0;1.0	0.503649635036;0.639175257732	0	1.0;1.0	1.0;1.0	0.964912280702;1.0	0	0	0	0	0	0	0.512195121951;0.28125
Bin70000000	0	1.0;1.0	0.692307692308;0.628571428571	0.59793814433;0.586206896552	0.424437299035;0.446927374302	0.441860465116;0.481751824818	0	0.542857142857;0.323529411765	0	0.579439252336;0.48	0.58064516129;0.521739130435	1.0;1.0	0	0.43661971831;0.5	0.566037735849;0.614285714286	1.0;1.0	0.395604395604;0.671232876712	0.495575221239;0.606060606061	0	0	0	0	1.0;1.0
Bin70250000	0	0.555555555556;0.534246575342	0	0.56880733945;0.465753424658	1.0;1.0	1.0;1.0	0.4125;0.337209302326	0.491803278689;0.739583333333	0	1.0;1.0	1.0;1.0	0	0.306818181818;0.396226415094	0.634615384615;0.742857142857	0.37012987013;0.366336633663	0.390804597701;0.21875	0	1.0;1.0	0	0	0	0	0
Bin70500000	0.478260869565;0.392857142857	0.555555555556;0.553571428571	0	0.444444444444;0.508333333333	1.0;1.0	0	0	0.475;0.75	0	1.0;1.0	0	0.470588235294;0.619565217391	0	0.345679012346;0.368421052632	0	0.547169811321;0.299212598425	1.0;1.0	0.391891891892;0.647058823529	0	0	0	0	0
Bin70750000	1.0;1.0	0.416666666667;0.555023923445	0	1.0;1.0	1.0;1.0	0.508287292818;0.513698630137	0	0.483870967742;0.297872340426	1.0;1.0	0.493506493506;0.621621621622	0	0.469135802469;0.584415584416	0	0.348837209302;0.305555555556	0.565789473684;0.567567567568	1.0;1.0	1.0;1.0	0	0	0	0	0	0
Bin71000000	1.0;1.0	0.4;0.464285714286	0	0.552631578947;0.526315789474	0.407894736842;0.551020408163	0.535714285714;0.415094339623	0	0	1.0;1.0	0.539473684211;0.644736842105	1.0;1.0	0.48275862069;0.603550295858	0	1.0;1.0	1.0;1.0	0.435897435897;0.676470588235	0.533333333333;0.769230769231	1.0;1.0	0	0	0	0	0
Bin71250000	1.0;1.0	0.605263157895;0.589743589744	0	0.453703703704;0.460526315789	0.490566037736;0.409523809524	0.524064171123;0.520958083832	0.421052631579;0.482142857143	0.397260273973;0.732394366197	0.555555555556;0.436363636364	0.608391608392;0.440366972477	1.0;1.0	0	0.529411764706;0.636363636364	0.397058823529;0.672727272727	0.542857142857;0.709677419355	1.0;1.0	0.493506493506;0.340659340659	0	0	0	0	0	0.741935483871;0.875
Bin71500000	0.558252427184;0.593333333333	0.471698113208;0.408602150538	0	1.0;1.0	0.406091370558;0.401639344262	0.658823529412;0.453333333333	0	0.511627906977;0.72972972973	0.571428571429;0.457142857143	0.559322033898;0.47	1.0;1.0	1.0;1.0	0	0.434210526316;0.516129032258	0	0.378378378378;0.666666666667	0.47191011236;0.344827586207	0	0	0	0	0	1.0;0.992907801418
Bin71750000	0	0.433333333333;0.617647058824	1.0;1.0	1.0;1.0	0.46017699115;0.6125	1.0;1.0	0	0	1.0;1.0	0.48275862069;0.565217391304	1.0;1.0	1.0;1.0	0	0	0	0.477611940299;0.754098360656	0	0.446428571429;0.487179487179	0	0	0	0	0
Bin72000000	1.0;1.0	1.0;0.980198019802	0	0	0.485714285714;0.451612903226	0.424242424242;0.46875	0.422222222222;0.512195121951	0	0.436363636364;0.414634146341	0.493506493506;0.544	0	1.0;1.0	0.729411764706;0.814814814815	1.0;1.0	0.5;0.564102564103	0.435897435897;0.717391304348	0.512820512821;0.655555555556	0.552083333333;0.58	0	0	0	0	0
Bin72250000	0	0.484848484848;0.466666666667	1.0;1.0	1.0;1.0	0.56;0.453608247423	0.647058823529;0.555555555556	1.0;1.0	0	1.0;1.0	0.307692307692;0.473684210526	0.510948905109;0.567796610169	0.510869565217;0.738461538462	0	0	1.0;1.0	0	0.575757575758;0.30303030303	1.0;1.0	0	0	0	0	0.365384615385;0.351351351351
Bin72500000	1.0;1.0	0.897435897436;0.9	0	0.450980392157;0.33734939759	0	0	1.0;1.0	0	0	0.634328358209;0.58273381295	0.514285714286;0.404761904762	0	0	0.522727272727;0.578947368421	1.0;1.0	0	0.6125;0.4	0.351351351351;0.387096774194	0	0	0	0	1.0;1.0
Bin72750000	1.0;1.0	0	0.372549019608;0.384615384615	0	0	0.484375;0.639175257732	1.0;1.0	0.427536231884;0.28	1.0;1.0	0	1.0;1.0	0.620111731844;0.655172413793	0	0.409448818898;0.409638554217	1.0;1.0	1.0;1.0	0.388888888889;0.564102564103	0.6;0.475	0	0	0	0	1.0;1.0
Bin73000000	0	0.418803418803;0.487179487179	0.406779661017;0.444444444444	0.428571428571;0.391959798995	0.441558441558;0.525641025641	0.594594594595;0.615384615385	0.584269662921;0.522522522523	0.382075471698;0.230303030303	1.0;1.0	1.0;1.0	0	0.508771929825;0.428571428571	0	1.0;1.0	1.0;1.0	1.0;1.0	0.558139534884;0.553191489362	0.449541284404;0.454545454545	0	0	0	0	0
Bin73250000	0	0.401869158879;0.528571428571	0.978260869565;1.0	0.346534653465;0.48275862069	0	0.555555555556;0.428571428571	0.53164556962;0.428571428571	0	1.0;1.0	1.0;1.0	0.534653465347;0.32380952381	0	0.619047619048;0.709677419355	0.56880733945;0.563829787234	0	0	0.396946564885;0.607142857143	0	0	0	0	0	0
Bin73500000	1.0;1.0	0.450980392157;0.592592592593	0	0	0	0.487394957983;0.487012987013	0	0	0	0.53164556962;0.52	0.6875;0.441176470588	0	1.0;1.0	0.543859649123;0.542857142857	0.652173913043;0.492957746479	0	0.414634146341;0.588235294118	0	0	0	0	0	1.0;1.0
Bin73750000	0	1.0;1.0	0	1.0;1.0	1.0;1.0	0.388888888889;0.511627906977	0.43661971831;0.43956043956	0.517647058824;0.346534653465	0	0.415384615385;0.4	0.486486486486;0.529411764706	0	0	1.0;1.0	0	0	0.3828125;0.444444444444	1.0;0.992805755396	0	0	0	0	1.0;1.0
Bin74000000	0	0.397435897436;0.608108108108	0.487804878049;0.589743589744	0	1.0;0.978260869565	0.451612903226;0.513888888889	0.511111111111;0.468085106383	1.0;1.0	0.477272727273;0.7	1.0;1.0	0.574074074074;0.581081081081	0	0	0.454545454545;0.729166666667	0.631578947368;0.394366197183	0	0.527472527473;0.328767123288	0.5;0.35	0	0	0	0	0
Bin74250000	1.0;1.0	0.571428571429;0.747368421053	1.0;1.0	1.0;1.0	0.944444444444;0.969696969697	1.0;1.0	0.430434782609;0.438356164384	0.45;0.625	0.582089552239;0.55	1.0;1.0	0.412162162162;0.415841584158	0	1.0;1.0	0.481481481481;0.5	0.468468468468;0.381679389313	1.0;1.0	0.426470588235;0.658227848101	0.41958041958;0.367924528302	0	0	0	0	0.56862745098;0.615384615385
Bin74500000	1.0;1.0	1.0;1.0	0	1.0;1.0	0.590909090909;0.458333333333	1.0;1.0	0.411764705882;0.454545454545	0.398648648649;0.232323232323	1.0;0.960784313725	1.0;1.0	0.898550724638;0.890909090909	0.46511627907;0.444444444444	0.525641025641;0.423728813559	0.486486486486;0.397260273973	0.643835616438;0.576923076923	0.259842519685;0.215384615385	1.0;1.0	0.231578947368;0.309090909091	0	0	0	0	1.0;1.0
Bin74750000	0	0.596153846154;0.47619047619	0	1.0;1.0	0.5;0.596774193548	0	0.685714285714;0.645161290323	0.522522522523;0.690721649485	1.0;1.0	0	0.525;0.532258064516	1.0;1.0	0	0.488095238095;0.433734939759	0.569892473118;0.588235294118	0.397435897436;0.30985915493	0.590476190476;0.688888888889	0.821052631579;0.809523809524	0	0	0	0	1.0;1.0
Bin75000000	0.367088607595;0.5625	0.596638655462;0.350364963504	0	1.0;1.0	0.2875;0.295081967213	0	0.381818181818;0.484848484848	1.0;1.0	0	1.0;1.0	1.0;1.0	0	0	0.478873239437;0.398148148148	0.514851485149;0.538461538462	0.596153846154;0.297872340426	0.232142857143;0.241935483871	0.280701754386;0.325	0	0	0	0	1.0;1.0
Bin75250000	0	0	0.219858156028;0.203821656051	0.985714285714;1.0	0.388888888889;0.515151515152	0	0.333333333333;0.511627906977	0.449612403101;0.37037037037	0.525179856115;0.487179487179	1.0;1.0	0.438095238095;0.425	0	0	1.0;1.0	0.55;0.307692307692	1.0;1.0	1.0;1.0	0	0	0	0	0	1.0;1.0
Bin75500000	1.0;1.0	0	0	0.486486486486;0.575	1.0;1.0	0	0.481012658228;0.5	0.5;0.342105263158	0.744186046512;0.851063829787	1.0;1.0	0.496183206107;0.579710144928	1.0;1.0	0	0.508771929825;0.513513513514	0.461538461538;0.621621621622	0.525423728814;0.764705882353	0	0	0	0	0	0	0.575757575758;0.46
Bin75750000	0	0.352941176471;0.422222222222	0.324324324324;0.463414634146	0.616438356164;0.518181818182	1.0;1.0	0.411764705882;0.571428571429	0.590909090909;0.542857142857	0.444444444444;0.265957446809	0.393939393939;0.487179487179	0.565217391304;0.823529411765	0	0.732394366197;0.707317073171	1.0;1.0	1.0;1.0	0.555555555556;0.47619047619	0	0	0	0	0	0	0	0
Bin76000000	1.0;1.0	0	0	0	0.639344262295;0.533333333333	0	0.214285714286;0.326530612245	0	0	0.481707317073;0.603773584906	0	0.486486486486;0.339449541284	0.423076923077;0.305555555556	0.452830188679;0.619047619048	0.460526315789;0.295774647887	0	0.451612903226;0.651685393258	0	0	0	0	0	0
Bin76250000	0.539130434783;0.305263157895	1.0;1.0	0.495412844037;0.494949494949	0.548387096774;0.4375	1.0;1.0	1.0;1.0	0.65;0.647058823529	1.0;1.0	0	1.0;1.0	0.641025641026;0.263157894737	0.987804878049;1.0	0.487179487179;0.555555555556	0	1.0;1.0	0	1.0;1.0	0	0	0	0	0	0
Bin76500000	0	0	0	1.0;1.0	0.32;0.484848484848	0.532051282051;0.439252336449	1.0;1.0	0	0	0	1.0;1.0	0.519480519481;0.790697674419	0	1.0;1.0	0.5;0.493333333333	0.632352941176;0.408163265306	0.410714285714;0.344827586207	0	0	0	0	0	0
Bin76750000	0	0.475;0.561643835616	0	1.0;1.0	0.62962962963;0.403846153846	0	0.454545454545;0.48	0	0	0.393700787402;0.578313253012	0.990654205607;1.0	0	0	0.509202453988;0.36	0	0	1.0;1.0	0.355555555556;0.333333333333	0	0	0	0	0.444444444444;0.295238095238
Bin77000000	0.493827160494;0.452830188679	0	0	0.402298850575;0.455357142857	0.528735632184;0.5	0	0.478260869565;0.554347826087	0	1.0;1.0	0.421052631579;0.486486486486	0.4;0.548387096774	0.977941176471;0.950495049505	0	0.513513513514;0.58064516129	1.0;1.0	1.0;1.0	1.0;1.0	1.0;1.0	0	0	0	0	0.520325203252;0.521739130435
Bin77250000	0	0	0	1.0;1.0	1.0;1.0	0	0.559633027523;0.424778761062	0	0	0	0.634146341463;0.46875	1.0;1.0	1.0;1.0	0.617647058824;0.506172839506	0.49;0.455555555556	1.0;1.0	0	1.0;1.0	0	0	0	0	0.404761904762;0.477272727273
Bin77500000	0.6;0.487179487179	0.244444444444;0.282051282051	0	0.514563106796;0.476635514019	0.944444444444;0.896103896104	0	0.478260869565;0.411764705882	0.459459459459;0.351351351351	1.0;1.0	0	0.411764705882;0.566666666667	0	1.0;1.0	0.573770491803;0.333333333333	0.528846153846;0.423529411765	0	0	0.457364341085;0.366071428571	0	0	0	0	1.0;1.0
Bin77750000	1.0;1.0	0	0	1.0;1.0	1.0;1.0	0	0.446808510638;0.464646464646	1.0;1.0	0	0	1.0;1.0	0	1.0;1.0	0.557692307692;0.41935483871	1.0;1.0	0.486725663717;0.298780487805	1.0;1.0	0.472222222222;0.340909090909	0	0	0	0	0
Bin78000000	0.641025641026;0.449275362319	0	0	0.645569620253;0.476635514019	0.5;0.306818181818	0.4875;0.460526315789	0.450549450549;0.537735849057	0	0.280701754386;0.393939393939	0	0.314814814815;0.305555555556	1.0;1.0	1.0;1.0	1.0;1.0	1.0;1.0	0.307692307692;0.69512195122	0.529411764706;0.475	0	0	0	0	0	1.0;1.0
Bin78250000	0.949367088608;0.912280701754	0	0	0	1.0;1.0	0	0	0	0	0	0.540540540541;0.5	0	0.984962406015;1.0	1.0;1.0	0.34328358209;0.442307692308	0.989247311828;1.0	0.35593220339;0.448275862069	0	0	0	0	0	0
Bin78500000	1.0;1.0	0	1.0;1.0	1.0;1.0	1.0;0.989130434783	0	0	0	0.448275862069;0.585365853659	0.529411764706;0.46	0	1.0;1.0	0	0	0.480519480519;0.379464285714	0	1.0;1.0	0	0	0	0	0	1.0;1.0
Bin78750000	0.490445859873;0.37012987013	0	0.973333333333;1.0	0	0.424657534247;0.470588235294	0	0.4;0.5625	0	0.648148148148;0.517857142857	0.488721804511;0.528846153846	0	0	0	0	1.0;1.0	1.0;1.0	1.0;1.0	0	0	0	0	0	0
Bin79000000	1.0;1.0	0	1.0;1.0	0.454545454545;0.543689320388	0.51048951049;0.278350515464	0	0	0	0.481818181818;0.365217391304	0	1.0;1.0	0	0.386503067485;0.472440944882	0	0.464285714286;0.574468085106	0.504201680672;0.274725274725	0.30487804878;0.415094339623	0	0	0	0	0	0
