Bin	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	X
Bin41750000	0.471264367816;0.607594936709	0	1.0;1.0	0.462962962963;0.523076923077	0.932432432432;0.966666666667	0.510416666667;0.304	0	0.481927710843;0.623188405797	0.626556016598;0.555555555556	0	0	1.0;1.0	0.539682539683;0.558139534884	0	1.0;1.0	0	1.0;1.0	0	0.634615384615;0.285714285714	0	0	0.87037037037;0.805970149254	0.431818181818;0.444444444444
Bin42000000	1.0;1.0	1.0;1.0	1.0;1.0	0.522727272727;0.551020408163	0	0.591666666667;0.316831683168	1.0;1.0	0.396551724138;0.362068965517	0	0	0	0	1.0;1.0	0.509803921569;0.633333333333	0.48;0.471698113208	0	1.0;1.0	0	0.558139534884;0.355555555556	1.0;1.0	0	0.584905660377;0.622641509434	0
Bin42250000	0	0.642857142857;0.488549618321	1.0;1.0	0.476744186047;0.545977011494	0	0	0.528846153846;0.534482758621	0.539325842697;0.5	0.885714285714;0.731707317073	1.0;0.985915492958	0	0.492957746479;0.6875	0.47191011236;0.5625	1.0;1.0	1.0;1.0	0	0.45625;0.643312101911	1.0;1.0	1.0;1.0	0.422222222222;0.41	0	0.982456140351;1.0	0
Bin42500000	1.0;1.0	0.368794326241;0.466165413534	0.456310679612;0.647058823529	0.485294117647;0.493243243243	0.351851851852;0.44	1.0;1.0	0	1.0;1.0	0.209302325581;0.361111111111	0.64;0.620689655172	0	1.0;0.984126984127	0.984848484848;1.0	0	1.0;1.0	0	0.520833333333;0.326923076923	0.5625;0.666666666667	1.0;1.0	0.46357615894;0.495283018868	0.517857142857;0.229166666667	0.425531914894;0.787234042553	0
Bin42750000	1.0;1.0	0.522727272727;0.448979591837	1.0;1.0	0	0.7;0.634146341463	0.571428571429;0.567567567568	0.978260869565;1.0	0.704545454545;0.594594594595	0.276595744681;0.529411764706	1.0;1.0	0	0.532258064516;0.704761904762	0.459770114943;0.412698412698	0	0.444444444444;0.533333333333	0	0.621621621622;0.464285714286	0	1.0;1.0	0.5;0.535031847134	1.0;1.0	0.40625;0.240506329114	0
Bin43000000	0.483870967742;0.566666666667	0.440476190476;0.527027027027	0.333333333333;0.551724137931	0	0.593495934959;0.487179487179	0.327586206897;0.537634408602	0	0.924302788845;0.892116182573	0.512195121951;0.487804878049	0.519480519481;0.552	0	1.0;1.0	0.992;0.984615384615	0	1.0;1.0	0	0.452991452991;0.606060606061	1.0;1.0	0.259259259259;0.348484848485	0.345454545455;0.647058823529	1.0;1.0	1.0;1.0	0.467391304348;0.431034482759
Bin43250000	0.464285714286;0.491379310345	0.78125;0.928571428571	0.446428571429;0.383333333333	0.495145631068;0.526717557252	1.0;1.0	0.504504504505;0.771739130435	0.902654867257;0.940789473684	0	0.244186046512;0.260869565217	0.532846715328;0.428571428571	1.0;1.0	0	0.476923076923;0.427083333333	0	0.435185185185;0.692307692308	0	0.5;0.702127659574	0.416666666667;0.414634146341	1.0;1.0	0.5;0.609375	1.0;1.0	1.0;1.0	0
Bin43500000	0.464788732394;0.285714285714	0.411392405063;0.503311258278	0.396694214876;0.246575342466	0.536585365854;0.709090909091	0.5;0.392405063291	0.542168674699;0.416666666667	1.0;1.0	0	0.670731707317;0.581395348837	0.5;0.449438202247	1.0;1.0	0	0.236559139785;0.425531914894	0	0.525;0.660377358491	0	0.366666666667;0.636363636364	1.0;1.0	1.0;1.0	0.464285714286;0.5	1.0;1.0	1.0;1.0	0.478260869565;0.285714285714
Bin43750000	0.376623376623;0.21686746988	0.467889908257;0.519607843137	0.596153846154;0.571428571429	0	0	0.478260869565;0.30303030303	0.521126760563;0.382978723404	0.358974358974;0.263157894737	0.292134831461;0.284090909091	1.0;1.0	0.480769230769;0.65625	0.496855345912;0.324324324324	1.0;1.0	0	0.461538461538;0.436363636364	0	0.38679245283;0.614678899083	0.496;0.428571428571	0.633333333333;0.412698412698	1.0;1.0	1.0;1.0	1.0;1.0	0
Bin44000000	1.0;1.0	0.452380952381;0.4	0	0	0	1.0;1.0	0.480769230769;0.313432835821	0	0.557894736842;0.682926829268	1.0;1.0	0.628571428571;0.34375	0.442176870748;0.344262295082	1.0;1.0	0	0.605263157895;0.448275862069	0	0.322033898305;0.391304347826	0.558823529412;0.741379310345	0.477272727273;0.536842105263	1.0;1.0	0.484375;0.2	1.0;0.988888888889	0.514018691589;0.494505494505
Bin44250000	1.0;1.0	1.0;1.0	0.489539748954;0.371727748691	0	0	0.476635514019;0.666666666667	0.490196078431;0.506097560976	0	1.0;0.994318181818	1.0;1.0	0.978571428571;1.0	1.0;1.0	1.0;1.0	0	0.461538461538;0.480769230769	0	1.0;1.0	0	1.0;1.0	1.0;1.0	0.586538461538;0.790697674419	0.5;0.730769230769	1.0;1.0
Bin44500000	1.0;1.0	0.571428571429;0.513513513514	0.538461538462;0.636363636364	1.0;1.0	0	0	0.425925925926;0.447154471545	0	0	0	0	0	0.471698113208;0.508474576271	0	0.477987421384;0.411111111111	0	0.326086956522;0.338983050847	1.0;0.976744186047	0.989583333333;1.0	0.985507246377;1.0	1.0;1.0	1.0;1.0	0.470588235294;0.6
Bin44750000	0	0.545454545455;0.459459459459	0.513513513514;0.583333333333	0	0.457627118644;0.47619047619	0.436507936508;0.43023255814	0.509803921569;0.385135135135	0	0.338983050847;0.459459459459	0.28125;0.395348837209	1.0;1.0	0.5;0.213114754098	1.0;1.0	1.0;1.0	1.0;1.0	0	0.433962264151;0.745098039216	0	0.575757575758;0.342857142857	0.975;1.0	0.992647058824;1.0	0.4125;0.341772151899	0.558823529412;0.439393939394
Bin45000000	1.0;0.989473684211	1.0;1.0	0.428;0.463414634146	0	0	0	0.52380952381;0.678571428571	0	0	0	0	0.517857142857;0.246376811594	1.0;0.99358974359	0	0.506666666667;0.659722222222	0	0.438596491228;0.303867403315	0	0.536842105263;0.456896551724	0.439024390244;0.479591836735	1.0;1.0	0.514285714286;0.539682539683	0.52380952381;0.714285714286
Bin45250000	0.483870967742;0.454545454545	0	0.453125;0.409836065574	0	0	0	0	0	0.541666666667;0.58064516129	1.0;1.0	0.527027027027;0.428571428571	1.0;1.0	0	0.516339869281;0.536082474227	1.0;1.0	0	1.0;1.0	0.414634146341;0.55421686747	0.432432432432;0.684210526316	0.986486486486;1.0	1.0;1.0	0.34375;0.409090909091	0
Bin45500000	0.451612903226;0.405405405405	0.96875;1.0	1.0;1.0	0	0	0.575342465753;0.349397590361	0.513513513514;0.439024390244	0	0.418181818182;0.326923076923	1.0;1.0	0.533333333333;0.538461538462	0	1.0;1.0	0.456043956044;0.543859649123	0.53125;0.510638297872	0	1.0;1.0	0	1.0;1.0	0.298507462687;0.459770114943	1.0;1.0	0.414285714286;0.508196721311	0
Bin45750000	0.401869158879;0.606382978723	0	1.0;1.0	0	0	0.516129032258;0.515151515152	0.43137254902;0.568181818182	0	0	0.377358490566;0.477272727273	0.771653543307;0.88785046729	1.0;0.98	0.530054644809;0.644444444444	0	0.5;0.548780487805	0	0.469565217391;0.25	0	0.458333333333;0.587301587302	0.540540540541;0.373626373626	0.979020979021;0.986754966887	0.557142857143;0.35	0.444444444444;0.509433962264
Bin46000000	1.0;1.0	0	1.0;1.0	0	0	0.404958677686;0.581699346405	0.358024691358;0.546511627907	0	0	0.290322580645;0.311111111111	0	0.44;0.35	0.428571428571;0.579881656805	0	0	0	0.451612903226;0.363636363636	1.0;1.0	0.549295774648;0.577464788732	0	0.461538461538;0.25	0	0
Bin46250000	0.326530612245;0.508771929825	0.470588235294;0.492857142857	0.527777777778;0.454545454545	0.322580645161;0.473684210526	0	0.394736842105;0.6	0	0	0	0	1.0;0.980392156863	0.5;0.41935483871	0.3875;0.493150684932	0	0	0.283464566929;0.210084033613	0.520833333333;0.295081967213	0.512077294686;0.614814814815	0.371428571429;0.384615384615	0.52380952381;0.625	1.0;1.0	0.445255474453;0.386861313869	0.446808510638;0.752577319588
Bin46500000	0.529411764706;0.709677419355	0.555555555556;0.566666666667	0.390243902439;0.521126760563	0	0	0.484848484848;0.489795918367	0	0	0	0	1.0;1.0	1.0;1.0	0.984615384615;1.0	0	0	1.0;1.0	1.0;1.0	0	1.0;1.0	0.977011494253;0.955056179775	0.518518518519;0.222222222222	1.0;1.0	1.0;1.0
Bin46750000	1.0;1.0	0.496240601504;0.452229299363	0.512195121951;0.472727272727	0.5;0.46511627907	0	1.0;1.0	0.426666666667;0.690909090909	0.458333333333;0.305555555556	0	0.379310344828;0.315068493151	1.0;0.980769230769	1.0;1.0	1.0;1.0	0	0	1.0;1.0	0.828947368421;0.82183908046	0	1.0;1.0	0	1.0;1.0	1.0;1.0	0.524590163934;0.323529411765
Bin47000000	1.0;0.974683544304	1.0;0.991071428571	1.0;1.0	0	0	0.453333333333;0.666666666667	0	0	0	0.534246575342;0.491803278689	1.0;1.0	1.0;1.0	0	0	0	0.621621621622;0.625	1.0;1.0	0.521739130435;0.363636363636	0.990825688073;1.0	0	0	1.0;1.0	0.514705882353;0.540540540541
Bin47250000	0.470588235294;0.705882352941	0.636363636364;0.626666666667	1.0;1.0	1.0;1.0	0	1.0;1.0	1.0;1.0	0	0	0.468571428571;0.454545454545	1.0;1.0	1.0;1.0	0.984615384615;1.0	1.0;1.0	0	0.557823129252;0.625	1.0;1.0	0.575;0.282051282051	0.5;0.315217391304	1.0;1.0	0.447058823529;0.310810810811	1.0;1.0	0.65625;0.575757575758
Bin47500000	0.5625;0.407407407407	0	1.0;1.0	0.510638297872;0.539682539683	0	0.58064516129;0.372340425532	0.451612903226;0.509090909091	0.585365853659;0.553571428571	0	0.461538461538;0.460526315789	1.0;1.0	0	0	0	0	1.0;1.0	0.438461538462;0.645833333333	0.660714285714;0.535714285714	0.272727272727;0.210526315789	1.0;1.0	0.934426229508;0.928571428571	1.0;1.0	1.0;1.0
Bin47750000	1.0;1.0	0.329113924051;0.225806451613	0	1.0;1.0	0	1.0;1.0	0.443181818182;0.410852713178	1.0;1.0	0	0.696428571429;0.717948717949	1.0;1.0	0	0	0	0	0	1.0;0.991071428571	0.519607843137;0.415384615385	1.0;1.0	1.0;1.0	0.326086956522;0.4	0	0.4375;0.395348837209
Bin48000000	0	0.87323943662;0.880597014925	0	0.464285714286;0.409090909091	0	0	0.549295774648;0.427083333333	1.0;1.0	0	0	0.472727272727;0.363636363636	0.318181818182;0.228571428571	0	0	0.448275862069;0.718309859155	0.45045045045;0.341708542714	1.0;1.0	0	0.455497382199;0.313953488372	0.31914893617;0.529411764706	0.446808510638;0.76404494382	0	1.0;0.984126984127
Bin48250000	0	0	1.0;1.0	0.511904761905;0.52	0	1.0;1.0	1.0;1.0	1.0;1.0	0	0.432584269663;0.453038674033	0.464285714286;0.584745762712	1.0;1.0	0.413533834586;0.590909090909	0	1.0;1.0	0	1.0;1.0	1.0;1.0	0.583333333333;0.424242424242	0.402777777778;0.512195121951	0	0	1.0;1.0
Bin48500000	1.0;1.0	0.5;0.428571428571	0.527777777778;0.588235294118	1.0;1.0	0	0	1.0;1.0	1.0;1.0	0	0	0.438461538462;0.505050505051	0.982456140351;1.0	1.0;1.0	0	1.0;1.0	0	0.505050505051;0.267441860465	1.0;1.0	1.0;1.0	0.45652173913;0.422222222222	0	0	0.365758754864;0.323529411765
Bin48750000	0.465517241379;0.323529411765	0.431818181818;0.634920634921	1.0;1.0	0.6;0.588235294118	0	0	0.98275862069;1.0	1.0;1.0	0	0	1.0;1.0	0.536585365854;0.413793103448	0.543046357616;0.52	0	1.0;1.0	0.5;0.638036809816	1.0;0.991869918699	0	0.315789473684;0.444444444444	0.446428571429;0.524590163934	0	0	0.451219512195;0.552941176471
Bin49000000	0	0.536585365854;0.410256410256	0.368;0.448	0.666666666667;0.71186440678	0	1.0;1.0	0	0	0	0.367647058824;0.287037037037	0.48275862069;0.275	0.402597402597;0.65	1.0;1.0	0	1.0;1.0	0	0.540540540541;0.754716981132	0	0.42;0.586956521739	1.0;1.0	0	0	0.433962264151;0.595238095238
Bin49250000	0	0	0.487179487179;0.466666666667	0.55;0.542857142857	0.487804878049;0.661016949153	0.552631578947;0.5625	0	0	0	0	1.0;1.0	1.0;1.0	0	0	0.473684210526;0.305555555556	0.40350877193;0.69387755102	0.25;0.272727272727	0	0.392592592593;0.322580645161	0.333333333333;0.616666666667	0	0	0.385826771654;0.586206896552
Bin49500000	0.576271186441;0.634615384615	0	0.566878980892;0.373134328358	0.424242424242;0.322580645161	0.306666666667;0.614457831325	0.677777777778;0.697674418605	0.433962264151;0.465753424658	0	0	0.581395348837;0.392156862745	1.0;1.0	0.489795918367;0.27027027027	0	0	0.5625;0.803921568627	0.457142857143;0.681818181818	0.982456140351;1.0	0	0.394736842105;0.526315789474	1.0;1.0	0	0.370967741935;0.553846153846	0
Bin49750000	0	0	0.64367816092;0.611764705882	0	1.0;0.96875	0.610169491525;0.511627906977	0.461538461538;0.434554973822	0.477777777778;0.640776699029	0	0.418604651163;0.730769230769	1.0;1.0	0.440677966102;0.474576271186	0.819277108434;0.865384615385	0	1.0;1.0	0.491525423729;0.423728813559	0	1.0;1.0	0.557142857143;0.590476190476	0	0	0	1.0;1.0
Bin50000000	0	1.0;1.0	1.0;1.0	0	1.0;1.0	0	0.604938271605;0.54	0	0	1.0;1.0	0.528301886792;0.56	0.578947368421;0.416666666667	0.462962962963;0.450980392157	1.0;1.0	1.0;1.0	0.446808510638;0.684210526316	0	0	0.666666666667;0.674698795181	1.0;1.0	0	0.533333333333;0.566666666667	0.6;0.344262295082
Bin50250000	1.0;1.0	0	0.514285714286;0.616666666667	0	0	0	0.462962962963;0.615384615385	0	0	0.586206896552;0.585365853659	1.0;1.0	1.0;1.0	0.586206896552;0.492537313433	0.363636363636;0.478260869565	0.514285714286;0.4	1.0;1.0	0	0.40625;0.605633802817	0.527777777778;0.353448275862	1.0;1.0	0	0.682926829268;0.292682926829	0.5;0.627450980392
Bin50500000	1.0;1.0	0	1.0;1.0	0	0.554455445545;0.481481481481	0.487179487179;0.459854014599	0.433962264151;0.459459459459	1.0;1.0	0	1.0;1.0	0	1.0;1.0	0	1.0;1.0	0.377049180328;0.584905660377	0.532258064516;0.607142857143	0	0	0.477477477477;0.528925619835	0	0	0.482517482517;0.357142857143	0
Bin50750000	1.0;1.0	1.0;1.0	0.608695652174;0.526315789474	0	0	0.611111111111;0.55	0	0	0	0.592233009709;0.516483516484	0	1.0;1.0	0.514492753623;0.333333333333	0.782608695652;0.733333333333	0.212669683258;0.29381443299	0.5;0.65671641791	0	0.510204081633;0.574468085106	0.457142857143;0.542857142857	0.549450549451;0.504347826087	0	0.320987654321;0.5	1.0;1.0
Bin51000000	0	0	0	0	1.0;1.0	0	1.0;1.0	1.0;1.0	0	0.40625;0.619718309859	0	0.54954954955;0.294642857143	0	0.497435897436;0.435483870968	0.530120481928;0.636363636364	1.0;1.0	0	1.0;0.95652173913	0.556962025316;0.577464788732	0	0	0.528;0.534482758621	0.49;0.49
Bin51250000	0.454545454545;0.385964912281	1.0;1.0	0.454545454545;0.403846153846	0	0	0.458333333333;0.505747126437	0.34;0.333333333333	1.0;1.0	0	0.465753424658;0.53488372093	0.5;0.466666666667	0.591397849462;0.421875	0	0.719298245614;0.462962962963	0.405405405405;0.657142857143	0	0	0	1.0;1.0	0	0	0	0.525862068966;0.515527950311
Bin51500000	0.470198675497;0.444444444444	0	1.0;1.0	0	0	0.477272727273;0.423076923077	0.445544554455;0.348623853211	1.0;1.0	0	0.548780487805;0.465517241379	0.904109589041;0.865384615385	1.0;1.0	0.47972972973;0.469026548673	0.477272727273;0.433333333333	1.0;1.0	0	0	0.514705882353;0.421052631579	0.470588235294;0.6875	0	0	0	0.459459459459;0.431818181818
Bin51750000	0.604166666667;0.36	0	1.0;1.0	0	0.938775510204;0.777777777778	0.358974358974;0.612903225806	0	0	0	1.0;1.0	0	0.387096774194;0.333333333333	0.461538461538;0.34693877551	1.0;1.0	1.0;1.0	0	1.0;1.0	1.0;0.981818181818	1.0;1.0	0.46;0.489583333333	0	0	0
Bin52000000	0	0	0.478260869565;0.540540540541	0	1.0;1.0	0.488888888889;0.555555555556	0	0.483870967742;0.723684210526	0	0.395833333333;0.371428571429	0	1.0;0.985815602837	0.549450549451;0.375838926174	0.454545454545;0.584507042254	0.407407407407;0.344262295082	0	1.0;1.0	0	0.973684210526;0.985915492958	0.45871559633;0.608	0	0	0
Bin52250000	0.593220338983;0.375	0	1.0;1.0	0	0.431818181818;0.431578947368	0.520833333333;0.688888888889	0	1.0;1.0	0	0.561403508772;0.608695652174	0	0.421052631579;0.485714285714	0.456273764259;0.58273381295	1.0;1.0	1.0;1.0	0	0	0	1.0;1.0	0.289855072464;0.451219512195	0	0	0
Bin52500000	0.470588235294;0.557522123894	0	1.0;1.0	0	0	1.0;1.0	0	0.851851851852;0.8	0	0.598290598291;0.444444444444	0	0.441176470588;0.61320754717	0.460869565217;0.416666666667	1.0;1.0	1.0;1.0	1.0;1.0	0.48;0.446808510638	1.0;1.0	0.40625;0.268292682927	0.453488372093;0.352	0	0	0.401639344262;0.270676691729
Bin52750000	0.48;0.694444444444	0	1.0;1.0	0.620967741935;0.533333333333	1.0;1.0	1.0;1.0	0	0	0	0	0	1.0;1.0	1.0;1.0	1.0;1.0	0.444444444444;0.375	0	0	1.0;1.0	0.629213483146;0.407407407407	0.559523809524;0.469135802469	0	0	0.52427184466;0.416666666667
Bin53000000	1.0;1.0	0	1.0;1.0	0	0.451127819549;0.479674796748	0.594594594595;0.365853658537	0.367647058824;0.234042553191	0.456953642384;0.245901639344	0	0	0	1.0;1.0	0.617283950617;0.5625	0.69696969697;0.666666666667	0.440298507463;0.281818181818	0	1.0;1.0	0	0.509433962264;0.586666666667	0	0	0	1.0;1.0
Bin53250000	0.444444444444;0.625	0	0.511111111111;0.491228070175	0	0	0.571428571429;0.421052631579	0.51724137931;0.333333333333	0.433333333333;0.65306122449	0	0	0	0.53488372093;0.659793814433	0.492957746479;0.644444444444	1.0;1.0	0	0.55;0.488372093023	0.94776119403;0.954128440367	0	0.555555555556;0.490196078431	0.492307692308;0.346153846154	0	0	0.548872180451;0.542372881356
Bin53500000	1.0;1.0	0.547169811321;0.619047619048	0	0.566265060241;0.410526315789	0	0.567567567568;0.627450980392	0	0.574074074074;0.4375	0	0	0	0.862068965517;0.717948717949	0.975609756098;1.0	0.991803278689;1.0	0	0.453125;0.238410596026	0.465517241379;0.461538461538	0	0.403846153846;0.627118644068	0.742857142857;0.666666666667	0	0	0
Bin53750000	1.0;1.0	0	0.447368421053;0.272727272727	0	0.59793814433;0.55223880597	1.0;1.0	0.236842105263;0.333333333333	0.413043478261;0.65	0	1.0;1.0	0	0.509803921569;0.409836065574	0	0.459459459459;0.47572815534	0.4875;0.365853658537	0.55;0.75	1.0;1.0	0	0.572815533981;0.456896551724	0	0	0	0.510638297872;0.558139534884
Bin54000000	1.0;1.0	0.527027027027;0.545454545455	0	0.45;0.609756097561	0.451282051282;0.448051948052	1.0;1.0	0	0	0	0.5;0.425	0	0.986206896552;1.0	1.0;1.0	0	1.0;1.0	1.0;0.96875	0	0	0.519230769231;0.306451612903	0	0	0	1.0;1.0
Bin54250000	0.458333333333;0.4375	0.627118644068;0.272727272727	1.0;1.0	0.6;0.488888888889	1.0;1.0	0.756756756757;0.423076923077	1.0;1.0	0	0	0	0	1.0;0.974358974359	0	1.0;1.0	1.0;1.0	1.0;1.0	1.0;1.0	0.52380952381;0.538461538462	1.0;1.0	0	0	0	0
Bin54500000	0.609756097561;0.692307692308	1.0;1.0	1.0;1.0	0	1.0;1.0	0.523255813953;0.611111111111	0.532467532468;0.431034482759	1.0;0.984615384615	0	0	0	0.416666666667;0.602941176471	0	0	0.5;0.7	0	0.628571428571;0.666666666667	1.0;1.0	0.234782608696;0.317829457364	0.428571428571;0.531914893617	0	0	0.589743589744;0.511627906977
Bin54750000	0	0.333333333333;0.290697674419	0.481927710843;0.71875	1.0;1.0	1.0;1.0	0.490909090909;0.730769230769	0	0	0	0	0	1.0;1.0	0	1.0;1.0	0.390243902439;0.728813559322	1.0;1.0	1.0;1.0	1.0;1.0	0.407407407407;0.403669724771	0.520202020202;0.564356435644	0	0	0.377142857143;0.341614906832
Bin55000000	0.533333333333;0.568965517241	0.453333333333;0.510416666667	1.0;1.0	1.0;1.0	0.486725663717;0.533333333333	0.545454545455;0.276595744681	1.0;1.0	0	0	0	0.515151515152;0.459459459459	1.0;1.0	0.524590163934;0.476744186047	0.52380952381;0.470588235294	0	0	1.0;1.0	0.394366197183;0.652173913043	1.0;1.0	0.506097560976;0.482954545455	0	0	1.0;0.981132075472
Bin55250000	0.560975609756;0.528455284553	0.577777777778;0.393939393939	0	0	0.459183673469;0.44578313253	0.964285714286;0.972602739726	0.411764705882;0.404255319149	1.0;1.0	0	0	0.420382165605;0.4140625	0.444444444444;0.666666666667	0	0.534246575342;0.551020408163	0.47027027027;0.504132231405	0.47191011236;0.593220338983	0	1.0;1.0	0.514285714286;0.388888888889	0	0	0	1.0;0.983333333333
Bin55500000	1.0;1.0	0.431818181818;0.597701149425	1.0;1.0	0	0.537688442211;0.373983739837	0.434782608696;0.376344086022	0.307692307692;0.463768115942	0.441176470588;0.59649122807	0	0.573033707865;0.507936507937	0.533333333333;0.37037037037	1.0;1.0	0	0.472868217054;0.436781609195	0.446280991736;0.36974789916	1.0;1.0	0.443708609272;0.408163265306	0.693333333333;0.465517241379	0.480519480519;0.375	0.520661157025;0.550387596899	0	0	1.0;0.976470588235
Bin55750000	0.571428571429;0.432432432432	0.471830985915;0.36641221374	0	0.988636363636;1.0	1.0;1.0	0.51875;0.496	0.421875;0.554263565891	0	0	1.0;1.0	0.5;0.466666666667	0.990990990991;1.0	0	0.486486486486;0.553191489362	1.0;1.0	1.0;1.0	1.0;1.0	0	0.574626865672;0.651515151515	0.425925925926;0.490196078431	0	0	1.0;1.0
Bin56000000	0	0.461538461538;0.393939393939	0	0	1.0;1.0	0.641509433962;0.490566037736	0.652173913043;0.614035087719	0	0	0	0.552941176471;0.371428571429	0.968085106383;0.968253968254	0	0.446043165468;0.540816326531	1.0;1.0	1.0;1.0	0.429530201342;0.612403100775	1.0;1.0	1.0;1.0	1.0;1.0	0	0	0
Bin56250000	0	1.0;1.0	0.47619047619;0.643835616438	1.0;1.0	0	0.397849462366;0.507042253521	0.204081632653;0.403846153846	1.0;1.0	0	0.488636363636;0.32	1.0;1.0	0.495145631068;0.333333333333	0	0	1.0;0.983333333333	1.0;1.0	0.477777777778;0.4375	0	0.444444444444;0.5	0	0	0	0
Bin56500000	0	0.518072289157;0.397727272727	0.63829787234;0.5	1.0;1.0	0.450980392157;0.507042253521	0.419047619048;0.338235294118	0.435897435897;0.386363636364	0.382716049383;0.567164179104	0	0	1.0;1.0	1.0;1.0	0	0	1.0;1.0	0.695652173913;0.370786516854	0.536082474227;0.35	1.0;0.987179487179	0.2;0.282608695652	1.0;1.0	0	0	0
Bin56750000	0.459459459459;0.605263157895	0	0.542857142857;0.424242424242	1.0;0.990566037736	0.44966442953;0.530864197531	1.0;1.0	0.536842105263;0.47619047619	0.5;0.685714285714	0	0	0.602272727273;0.425925925926	0.584615384615;0.428571428571	0	0.44;0.439024390244	0.528301886792;0.609756097561	1.0;1.0	0.314285714286;0.606060606061	0.513888888889;0.58064516129	0.506493506494;0.6875	0.467032967033;0.51724137931	0	0	0
Bin57000000	1.0;1.0	0	1.0;1.0	0.466666666667;0.575757575758	0	0.630434782609;0.5	0.436363636364;0.507692307692	1.0;1.0	0	0	0.48275862069;0.452631578947	0.587301587302;0.675	0	1.0;1.0	0.333333333333;0.727272727273	1.0;1.0	0.416666666667;0.561403508772	0.404761904762;0.421052631579	0.578947368421;0.311475409836	0.512820512821;0.622047244094	0	0	1.0;1.0
Bin57250000	0.371212121212;0.387931034483	0.548076923077;0.553571428571	0.510204081633;0.641509433962	0.934782608696;0.929133858268	0	0.681818181818;0.558282208589	1.0;1.0	0.51598173516;0.607843137255	0	0	0.525641025641;0.508196721311	1.0;1.0	0	0.415662650602;0.397058823529	0	0.534351145038;0.217391304348	0.527093596059;0.639534883721	1.0;1.0	1.0;1.0	1.0;1.0	0	0	1.0;0.973684210526
Bin57500000	0.543859649123;0.545454545455	0	1.0;1.0	0.471698113208;0.527272727273	0	0.281690140845;0.362068965517	0.382113821138;0.204724409449	0.4375;0.316666666667	0	0	0.292682926829;0.512195121951	1.0;1.0	0	0.434108527132;0.435897435897	0.973684210526;1.0	0.615384615385;0.698412698413	1.0;1.0	1.0;1.0	0.47191011236;0.258426966292	0.480769230769;0.517857142857	0	0	0.40625;0.490384615385
Bin57750000	0	0	0	1.0;1.0	1.0;1.0	0	0.429752066116;0.642857142857	0	0	0	1.0;1.0	1.0;1.0	0	1.0;1.0	1.0;1.0	1.0;1.0	1.0;1.0	0.555555555556;0.359649122807	0.435897435897;0.745454545455	0.342857142857;0.459459459459	0	0	0
Bin58000000	0.333333333333;0.217391304348	0	0.497175141243;0.325581395349	0	0.413043478261;0.375	1.0;1.0	0	0	0	0.520958083832;0.436363636364	0.981132075472;1.0	1.0;1.0	0	0	0.565789473684;0.392405063291	0.472222222222;0.324324324324	1.0;1.0	0.341463414634;0.533333333333	0.454545454545;0.522727272727	0	0	0	0
Bin58250000	0	0.53125;0.560975609756	1.0;1.0	0	1.0;1.0	0.384615384615;0.481481481481	0	0	0	0	1.0;1.0	1.0;1.0	1.0;1.0	0.493902439024;0.527777777778	1.0;1.0	0.821428571429;0.842105263158	0.538461538462;0.547008547009	1.0;1.0	0.463414634146;0.343434343434	0.495327102804;0.507246376812	0	0	0
Bin58500000	0.243902439024;0.473684210526	0	0.615384615385;0.534246575342	0	0	0	0	0	0	0	0.552380952381;0.397590361446	1.0;1.0	0	1.0;1.0	0	1.0;1.0	1.0;1.0	0	0.488372093023;0.468085106383	0.513274336283;0.53125	0	0	0
Bin58750000	0.445454545455;0.487394957983	0	0	0	0	1.0;1.0	0	0	0	0	0.507936507937;0.547619047619	0	0	1.0;1.0	1.0;1.0	0.468085106383;0.21875	1.0;1.0	0	1.0;1.0	0	0	0	0
Bin59000000	1.0;1.0	0	0	0	0	0	0	0.495575221239;0.666666666667	0	0	1.0;1.0	0	0.392857142857;0.406779661017	0.564102564103;0.611111111111	1.0;1.0	0	0	1.0;1.0	1.0;1.0	0	0	0	0
Bin59250000	0.523076923077;0.458333333333	0	0.524691358025;0.432558139535	0.410714285714;0.4375	0	0	0	1.0;1.0	0	0	0	1.0;1.0	0	0	0.459854014599;0.297101449275	0	0.477777777778;0.746031746032	0	0	0	0	0	0
Bin59500000	1.0;1.0	0	0	0	0	0	0	1.0;1.0	0	0	0.482142857143;0.56862745098	0	0	0	0.595238095238;0.454545454545	0	0.5;0.725925925926	0.223529411765;0.333333333333	0	0	0	0	0
Bin59750000	0	0	0.65625;0.44	0	1.0;1.0	0	0	0	0	0.38;0.552631578947	0.5625;0.661764705882	0	0	0.507936507937;0.444444444444	0.551282051282;0.537037037037	0.466666666667;0.722222222222	0.6;0.590909090909	0.488636363636;0.597014925373	0	0.513513513514;0.647058823529	0	0	0
Bin60000000	0.426470588235;0.290322580645	0	0	0	0.433734939759;0.304347826087	0	0	0	0	0.510309278351;0.5	0.467625899281;0.634146341463	0	1.0;1.0	0.556962025316;0.571428571429	1.0;0.987341772152	0.442896935933;0.611683848797	0.45390070922;0.511450381679	1.0;1.0	0	0	0	0	0
Bin60250000	0.428571428571;0.396551724138	0	0	0	0	0	0	0	0	1.0;1.0	1.0;1.0	0	0.845454545455;0.822580645161	0	0.594594594595;0.527027027027	0	1.0;1.0	0	0	1.0;1.0	0	0	0
